line_cd,line_name,stations,bbox,station_pixels
99648,ポートライナー,"[(9964801, '三宮'), (9964802, '貿易センター'), (9964803, 'ポートターミナル'), (9964804, '中公園'), (9964805, 'みなとじま'), (9964806, '市民広場'), (9964807, '医療センター'), (9964808, '計算科学センター（神戸どうぶつ王国・「富岳」前）'), (9964809, '神戸空港'), (9964810, '南公園'), (9964811, '中埠頭'), (9964812, '北埠頭')]","326.933,320.242,336.933,330.242","[{'station_cd': 9964801, 'x': 60, 'y': 54}, {'station_cd': 9964802, 'x': 61, 'y': 55}, {'station_cd': 9964803, 'x': 62, 'y': 58}, {'station_cd': 9964804, 'x': 63, 'y': 61}, {'station_cd': 9964805, 'x': 63, 'y': 63}, {'station_cd': 9964806, 'x': 64, 'y': 64}, {'station_cd': 9964807, 'x': 65, 'y': 67}, {'station_cd': 9964808, 'x': 66, 'y': 68}, {'station_cd': 9964809, 'x': 68, 'y': 74}, {'station_cd': 9964810, 'x': 65, 'y': 65}, {'station_cd': 9964811, 'x': 65, 'y': 63}, {'station_cd': 9964812, 'x': 65, 'y': 61}]"
99649,六甲ライナー,"[(9964901, '住吉'), (9964902, '魚崎'), (9964903, '南魚崎'), (9964904, 'アイランド北口'), (9964905, 'アイランドセンター'), (9964906, 'マリンパーク')]","328.035,319.314,338.035,329.314","[{'station_cd': 9964901, 'x': 63, 'y': 58}, {'station_cd': 9964902, 'x': 65, 'y': 60}, {'station_cd': 9964903, 'x': 64, 'y': 62}, {'station_cd': 9964904, 'x': 65, 'y': 67}, {'station_cd': 9964905, 'x': 65, 'y': 69}, {'station_cd': 9964906, 'x': 65, 'y': 70}]"
99650,紀州鉄道線,"[(9965001, '御坊'), (9965002, '学門'), (9965003, '紀伊御坊'), (9965004, '市役所前'), (9965005, '西御坊')]","325.371,341.536,335.371,351.536","[{'station_cd': 9965001, 'x': 65, 'y': 60}, {'station_cd': 9965002, 'x': 64, 'y': 64}, {'station_cd': 9965003, 'x': 64, 'y': 65}, {'station_cd': 9965004, 'x': 63, 'y': 67}, {'station_cd': 9965005, 'x': 63, 'y': 68}]"
99651,貴志川線,"[(9965101, '和歌山'), (9965102, '田中口'), (9965103, '日前宮'), (9965104, '神前'), (9965105, '竈山'), (9965106, '交通センター前'), (9965107, '岡崎前'), (9965108, '吉礼'), (9965109, '伊太祈曽'), (9965110, '山東'), (9965111, '大池遊園'), (9965112, '西山口'), (9965113, '甘露寺前'), (9965114, '貴志')]","327.475,332.755,337.475,342.755","[{'station_cd': 9965101, 'x': 49, 'y': 58}, {'station_cd': 9965102, 'x': 49, 'y': 60}, {'station_cd': 9965103, 'x': 51, 'y': 60}, {'station_cd': 9965104, 'x': 52, 'y': 65}, {'station_cd': 9965105, 'x': 52, 'y': 67}, {'station_cd': 9965106, 'x': 55, 'y': 68}, {'station_cd': 9965107, 'x': 57, 'y': 69}, {'station_cd': 9965108, 'x': 60, 'y': 69}, {'station_cd': 9965109, 'x': 64, 'y': 69}, {'station_cd': 9965110, 'x': 67, 'y': 68}, {'station_cd': 9965111, 'x': 72, 'y': 69}, {'station_cd': 9965112, 'x': 74, 'y': 68}, {'station_cd': 9965113, 'x': 77, 'y': 66}, {'station_cd': 9965114, 'x': 79, 'y': 68}]"
99652,大阪メトロ今里筋線,"[(9965201, '井高野'), (9965202, '瑞光四丁目'), (9965203, 'だいどう豊里'), (9965204, '太子橋今市'), (9965205, '清水'), (9965206, '新森古市'), (9965207, '関目成育'), (9965208, '蒲生四丁目'), (9965209, '鴫野'), (9965210, '緑橋'), (9965211, '今里')]","333.776,319.349,343.776,329.349","[{'station_cd': 9965201, 'x': 63, 'y': 48}, {'station_cd': 9965202, 'x': 62, 'y': 50}, {'station_cd': 9965203, 'x': 62, 'y': 53}, {'station_cd': 9965204, 'x': 65, 'y': 58}, {'station_cd': 9965205, 'x': 66, 'y': 61}, {'station_cd': 9965206, 'x': 65, 'y': 64}, {'station_cd': 9965207, 'x': 62, 'y': 64}, {'station_cd': 9965208, 'x': 63, 'y': 69}, {'station_cd': 9965209, 'x': 62, 'y': 72}, {'station_cd': 9965210, 'x': 62, 'y': 76}, {'station_cd': 9965211, 'x': 62, 'y': 80}]"
99653,宮舞線,"[(9965301, '宮津'), (9960906, '栗田'), (9960905, '丹後由良'), (9960904, '丹後神崎'), (9960903, '東雲'), (9960902, '四所'), (9960901, '西舞鶴')]","328.459,297.335,338.459,307.335","[{'station_cd': 9965301, 'x': 48, 'y': 48}, {'station_cd': 9960906, 'x': 57, 'y': 45}, {'station_cd': 9960905, 'x': 68, 'y': 56}, {'station_cd': 9960904, 'x': 71, 'y': 59}, {'station_cd': 9960903, 'x': 69, 'y': 71}, {'station_cd': 9960902, 'x': 70, 'y': 81}, {'station_cd': 9960901, 'x': 80, 'y': 83}]"
99701,若桜線,"[(9970101, '郡家'), (9970102, '八頭高校前'), (9970103, '因幡船岡'), (9970104, '隼'), (9970105, '安部'), (9970106, '八東'), (9970107, '徳丸'), (9970108, '丹比'), (9970109, '若桜')]","309.516,299.235,319.516,309.235","[{'station_cd': 9970101, 'x': 46, 'y': 51}, {'station_cd': 9970102, 'x': 45, 'y': 53}, {'station_cd': 9970103, 'x': 45, 'y': 57}, {'station_cd': 9970104, 'x': 51, 'y': 60}, {'station_cd': 9970105, 'x': 56, 'y': 65}, {'station_cd': 9970106, 'x': 62, 'y': 69}, {'station_cd': 9970107, 'x': 67, 'y': 69}, {'station_cd': 9970108, 'x': 73, 'y': 71}, {'station_cd': 9970109, 'x': 83, 'y': 77}]"
99702,北松江線,"[(9970201, '電鉄出雲市'), (9970202, '出雲科学館パークタウン前'), (9970203, '大津町'), (9970204, '武志'), (9970205, '川跡'), (9970206, '大寺'), (9970207, '美談'), (9970208, '旅伏'), (9970209, '雲州平田'), (9970210, '布崎'), (9970211, '湖遊館新駅'), (9970212, '園'), (9970213, '一畑口'), (9970214, '伊野灘'), (9970215, '津ノ森'), (9970216, '高ノ宮'), (9970217, '松江フォーゲルパーク'), (9970218, '秋鹿町'), (9970219, '長江'), (9970220, '朝日ヶ丘'), (9970221, '松江イングリッシュガーデン前'), (9970222, '松江しんじ湖温泉')]","281.097,296.185,291.097,306.185","[{'station_cd': 9970201, 'x': 27, 'y': 83}, {'station_cd': 9970202, 'x': 29, 'y': 82}, {'station_cd': 9970203, 'x': 31, 'y': 80}, {'station_cd': 9970204, 'x': 31, 'y': 74}, {'station_cd': 9970205, 'x': 32, 'y': 71}, {'station_cd': 9970206, 'x': 35, 'y': 68}, {'station_cd': 9970207, 'x': 37, 'y': 65}, {'station_cd': 9970208, 'x': 40, 'y': 62}, {'station_cd': 9970209, 'x': 44, 'y': 59}, {'station_cd': 9970210, 'x': 52, 'y': 53}, {'station_cd': 9970211, 'x': 54, 'y': 52}, {'station_cd': 9970212, 'x': 56, 'y': 51}, {'station_cd': 9970213, 'x': 59, 'y': 48}, {'station_cd': 9970214, 'x': 64, 'y': 50}, {'station_cd': 9970215, 'x': 69, 'y': 48}, {'station_cd': 9970216, 'x': 72, 'y': 46}, {'station_cd': 9970217, 'x': 75, 'y': 46}, {'station_cd': 9970218, 'x': 78, 'y': 45}, {'station_cd': 9970219, 'x': 83, 'y': 44}, {'station_cd': 9970220, 'x': 86, 'y': 44}, {'station_cd': 9970221, 'x': 90, 'y': 46}, {'station_cd': 9970222, 'x': 101, 'y': 50}]"
99703,大社線,"[(9970301, '川跡'), (9970302, '高浜'), (9970303, '遙堪'), (9970304, '浜山公園北口'), (9970305, '出雲大社前')]","277.677,296.760,287.677,306.760","[{'station_cd': 9970301, 'x': 75, 'y': 64}, {'station_cd': 9970302, 'x': 68, 'y': 65}, {'station_cd': 9970303, 'x': 62, 'y': 65}, {'station_cd': 9970304, 'x': 58, 'y': 65}, {'station_cd': 9970305, 'x': 53, 'y': 63}]"
99704,水島本線,"[(9970401, '倉敷市'), (9970402, '球場前'), (9970403, '西富井'), (9970404, '福井'), (9970405, '浦田'), (9970406, '弥生'), (9970407, '栄'), (9970408, '常盤'), (9970409, '水島'), (9970410, '三菱自工前')]","297.592,321.184,307.592,331.184","[{'station_cd': 9970401, 'x': 68, 'y': 50}, {'station_cd': 9970402, 'x': 64, 'y': 54}, {'station_cd': 9970403, 'x': 62, 'y': 58}, {'station_cd': 9970404, 'x': 63, 'y': 61}, {'station_cd': 9970405, 'x': 64, 'y': 64}, {'station_cd': 9970406, 'x': 63, 'y': 70}, {'station_cd': 9970407, 'x': 63, 'y': 73}, {'station_cd': 9970408, 'x': 62, 'y': 74}, {'station_cd': 9970409, 'x': 62, 'y': 76}, {'station_cd': 9970410, 'x': 60, 'y': 78}]"
99705,井原線,"[(9970501, '総社'), (9970502, '清音'), (9970503, '川辺宿'), (9970504, '吉備真備'), (9970505, '備中呉妹'), (9970506, '三谷'), (9970507, '矢掛'), (9970508, '小田'), (9970509, '早雲の里荏原'), (9970510, '井原'), (9970511, 'いずえ'), (9970512, '子守唄の里高屋'), (9970513, '御領'), (9970514, '湯野'), (9970515, '神辺')]","293.782,319.727,303.782,329.727","[{'station_cd': 9970501, 'x': 111, 'y': 43}, {'station_cd': 9970502, 'x': 109, 'y': 53}, {'station_cd': 9970503, 'x': 104, 'y': 57}, {'station_cd': 9970504, 'x': 98, 'y': 59}, {'station_cd': 9970505, 'x': 91, 'y': 60}, {'station_cd': 9970506, 'x': 80, 'y': 61}, {'station_cd': 9970507, 'x': 72, 'y': 56}, {'station_cd': 9970508, 'x': 60, 'y': 64}, {'station_cd': 9970509, 'x': 51, 'y': 66}, {'station_cd': 9970510, 'x': 41, 'y': 67}, {'station_cd': 9970511, 'x': 36, 'y': 68}, {'station_cd': 9970512, 'x': 32, 'y': 70}, {'station_cd': 9970513, 'x': 24, 'y': 76}, {'station_cd': 9970514, 'x': 20, 'y': 80}, {'station_cd': 9970515, 'x': 17, 'y': 85}]"
99706,東山線,"[(9970601, '岡山駅前'), (9970602, '西川緑道公園'), (9970603, '柳川'), (9970604, '城下'), (9970605, '県庁通り'), (9970606, '西大寺町・岡山芸術創造劇場ハレノワ前'), (9970607, '小橋'), (9970608, '中納言'), (9970609, '門田屋敷'), (9970610, '東山・おかでんミュージアム駅')]","301.283,318.681,311.283,328.681","[{'station_cd': 9970601, 'x': 61, 'y': 62}, {'station_cd': 9970602, 'x': 62, 'y': 62}, {'station_cd': 9970603, 'x': 63, 'y': 62}, {'station_cd': 9970604, 'x': 64, 'y': 62}, {'station_cd': 9970605, 'x': 64, 'y': 63}, {'station_cd': 9970606, 'x': 64, 'y': 65}, {'station_cd': 9970607, 'x': 65, 'y': 65}, {'station_cd': 9970608, 'x': 66, 'y': 65}, {'station_cd': 9970609, 'x': 66, 'y': 66}, {'station_cd': 9970610, 'x': 67, 'y': 66}]"
99707,清輝橋線,"[(9970701, '岡山駅前'), (9970702, '西川緑道公園'), (9970703, '柳川'), (9970704, '郵便局前'), (9970705, '田町'), (9970706, '新西大寺町筋'), (9970707, '大雲寺前'), (9970709, '東中央町'), (9970708, '清輝橋')]","301.118,318.733,311.118,328.733","[{'station_cd': 9970701, 'x': 63, 'y': 62}, {'station_cd': 9970702, 'x': 64, 'y': 62}, {'station_cd': 9970703, 'x': 65, 'y': 62}, {'station_cd': 9970704, 'x': 65, 'y': 63}, {'station_cd': 9970705, 'x': 65, 'y': 63}, {'station_cd': 9970706, 'x': 65, 'y': 64}, {'station_cd': 9970707, 'x': 65, 'y': 65}, {'station_cd': 9970709, 'x': 65, 'y': 66}, {'station_cd': 9970708, 'x': 65, 'y': 67}]"
99708,スカイレールみどり坂線,"[(9970801, 'みどり口'), (9970802, 'みどり中街'), (9970803, 'みどり中央')]","274.346,323.430,284.346,333.430","[{'station_cd': 9970801, 'x': 65, 'y': 65}, {'station_cd': 9970802, 'x': 65, 'y': 64}, {'station_cd': 9970803, 'x': 63, 'y': 63}]"
99709,アストラムライン,"[(9970901, '本通'), (9970902, '県庁前'), (9970903, '城北'), (9970922, '新白島'), (9970904, '白島'), (9970905, '牛田'), (9970906, '不動院前'), (9970907, '祇園新橋北'), (9970908, '西原'), (9970909, '中筋'), (9970910, '古市'), (9970911, '大町'), (9970912, '毘沙門台'), (9970913, '安東'), (9970914, '上安'), (9970915, '高取'), (9970916, '長楽寺'), (9970917, '伴'), (9970918, '大原'), (9970919, '伴中央'), (9970920, '大塚'), (9970921, '広域公園前')]","271.261,322.995,281.261,332.995","[{'station_cd': 9970901, 'x': 68, 'y': 79}, {'station_cd': 9970902, 'x': 69, 'y': 78}, {'station_cd': 9970903, 'x': 69, 'y': 75}, {'station_cd': 9970922, 'x': 69, 'y': 74}, {'station_cd': 9970904, 'x': 70, 'y': 73}, {'station_cd': 9970905, 'x': 71, 'y': 71}, {'station_cd': 9970906, 'x': 72, 'y': 67}, {'station_cd': 9970907, 'x': 72, 'y': 64}, {'station_cd': 9970908, 'x': 73, 'y': 62}, {'station_cd': 9970909, 'x': 74, 'y': 58}, {'station_cd': 9970910, 'x': 74, 'y': 56}, {'station_cd': 9970911, 'x': 72, 'y': 55}, {'station_cd': 9970912, 'x': 70, 'y': 52}, {'station_cd': 9970913, 'x': 68, 'y': 50}, {'station_cd': 9970914, 'x': 66, 'y': 49}, {'station_cd': 9970915, 'x': 64, 'y': 50}, {'station_cd': 9970916, 'x': 62, 'y': 50}, {'station_cd': 9970917, 'x': 59, 'y': 51}, {'station_cd': 9970918, 'x': 57, 'y': 53}, {'station_cd': 9970919, 'x': 56, 'y': 56}, {'station_cd': 9970920, 'x': 55, 'y': 61}, {'station_cd': 9970921, 'x': 54, 'y': 63}]"
99710,広電１号線(宇品線),"[(9971001, '広島駅'), (9971002, '猿猴橋町'), (9971003, '的場町'), (9971004, '稲荷町'), (9971005, '銀山町'), (9971006, '胡町'), (9971007, '八丁堀'), (9971008, '立町'), (9971009, '紙屋町東'), (9971010, '本通'), (9971011, '袋町'), (9971012, '中電前'), (9971013, '市役所前'), (9971014, '鷹野橋'), (9971015, '日赤病院前'), (9971016, '広電本社前'), (9971017, '御幸橋'), (9971018, '皆実町六丁目'), (9971019, '広大附属学校前'), (9971020, '県病院前'), (9971021, '宇品二丁目'), (9971022, '宇品三丁目'), (9971023, '宇品四丁目'), (9971024, '宇品五丁目'), (9971025, '海岸通'), (9971026, '元宇品口'), (9971027, '広島港（宇品）')]","271.755,324.699,281.755,334.699","[{'station_cd': 9971001, 'x': 67, 'y': 56}, {'station_cd': 9971002, 'x': 67, 'y': 57}, {'station_cd': 9971003, 'x': 67, 'y': 58}, {'station_cd': 9971004, 'x': 66, 'y': 58}, {'station_cd': 9971005, 'x': 65, 'y': 57}, {'station_cd': 9971006, 'x': 64, 'y': 57}, {'station_cd': 9971007, 'x': 64, 'y': 57}, {'station_cd': 9971008, 'x': 63, 'y': 57}, {'station_cd': 9971009, 'x': 62, 'y': 57}, {'station_cd': 9971010, 'x': 62, 'y': 57}, {'station_cd': 9971011, 'x': 62, 'y': 58}, {'station_cd': 9971012, 'x': 62, 'y': 59}, {'station_cd': 9971013, 'x': 61, 'y': 60}, {'station_cd': 9971014, 'x': 61, 'y': 61}, {'station_cd': 9971015, 'x': 62, 'y': 62}, {'station_cd': 9971016, 'x': 62, 'y': 63}, {'station_cd': 9971017, 'x': 63, 'y': 64}, {'station_cd': 9971018, 'x': 64, 'y': 64}, {'station_cd': 9971019, 'x': 64, 'y': 65}, {'station_cd': 9971020, 'x': 64, 'y': 66}, {'station_cd': 9971021, 'x': 64, 'y': 67}, {'station_cd': 9971022, 'x': 64, 'y': 68}, {'station_cd': 9971023, 'x': 64, 'y': 69}, {'station_cd': 9971024, 'x': 64, 'y': 70}, {'station_cd': 9971025, 'x': 63, 'y': 71}, {'station_cd': 9971026, 'x': 62, 'y': 71}, {'station_cd': 9971027, 'x': 61, 'y': 72}]"
99711,広電２号線(宮島線),"[(9971101, '広島駅'), (9971102, '猿猴橋町'), (9971103, '的場町'), (9971104, '稲荷町'), (9971105, '銀山町'), (9971106, '胡町'), (9971107, '八丁堀'), (9971108, '立町'), (9971109, '紙屋町東'), (9971110, '紙屋町西'), (9971111, '原爆ドーム前'), (9971112, '本川町'), (9971113, '十日市町'), (9971114, '土橋'), (9971115, '小網町'), (9971116, '天満町'), (9971117, '観音町'), (9971118, '西観音町'), (9971119, '福島町'), (9971120, '広電西広島（己斐）'), (9971121, '東高須'), (9971122, '高須'), (9971123, '古江'), (9971124, '草津'), (9971125, '草津南'), (9971126, '商工センター入口'), (9971127, '井口'), (9971128, '修大協創中高前'), (9971129, '広電五日市'), (9971130, '佐伯区役所前'), (9971131, '楽々園'), (9971132, '山陽女学園前'), (9971133, '広電廿日市'), (9971134, '廿日市市役所前（平良）'), (9971135, '宮内'), (9971136, 'ＪＡ広島病院前'), (9971137, '地御前'), (9971138, '阿品東'), (9971139, '広電阿品'), (9971140, '宮島ボートレース場'), (9971141, '広電宮島口')]","270.246,325.148,280.246,335.148","[{'station_cd': 9971101, 'x': 86, 'y': 51}, {'station_cd': 9971102, 'x': 86, 'y': 51}, {'station_cd': 9971103, 'x': 86, 'y': 52}, {'station_cd': 9971104, 'x': 85, 'y': 52}, {'station_cd': 9971105, 'x': 84, 'y': 52}, {'station_cd': 9971106, 'x': 83, 'y': 52}, {'station_cd': 9971107, 'x': 83, 'y': 51}, {'station_cd': 9971108, 'x': 82, 'y': 51}, {'station_cd': 9971109, 'x': 82, 'y': 51}, {'station_cd': 9971110, 'x': 81, 'y': 51}, {'station_cd': 9971111, 'x': 81, 'y': 50}, {'station_cd': 9971112, 'x': 80, 'y': 50}, {'station_cd': 9971113, 'x': 79, 'y': 50}, {'station_cd': 9971114, 'x': 79, 'y': 51}, {'station_cd': 9971115, 'x': 78, 'y': 51}, {'station_cd': 9971116, 'x': 77, 'y': 50}, {'station_cd': 9971117, 'x': 77, 'y': 50}, {'station_cd': 9971118, 'x': 76, 'y': 51}, {'station_cd': 9971119, 'x': 76, 'y': 50}, {'station_cd': 9971120, 'x': 74, 'y': 50}, {'station_cd': 9971121, 'x': 72, 'y': 51}, {'station_cd': 9971122, 'x': 71, 'y': 52}, {'station_cd': 9971123, 'x': 70, 'y': 53}, {'station_cd': 9971124, 'x': 68, 'y': 55}, {'station_cd': 9971125, 'x': 66, 'y': 56}, {'station_cd': 9971126, 'x': 65, 'y': 57}, {'station_cd': 9971127, 'x': 63, 'y': 58}, {'station_cd': 9971128, 'x': 60, 'y': 59}, {'station_cd': 9971129, 'x': 58, 'y': 60}, {'station_cd': 9971130, 'x': 57, 'y': 60}, {'station_cd': 9971131, 'x': 54, 'y': 60}, {'station_cd': 9971132, 'x': 52, 'y': 61}, {'station_cd': 9971133, 'x': 50, 'y': 62}, {'station_cd': 9971134, 'x': 49, 'y': 64}, {'station_cd': 9971135, 'x': 47, 'y': 66}, {'station_cd': 9971136, 'x': 47, 'y': 67}, {'station_cd': 9971137, 'x': 46, 'y': 68}, {'station_cd': 9971138, 'x': 45, 'y': 73}, {'station_cd': 9971139, 'x': 44, 'y': 74}, {'station_cd': 9971140, 'x': 42, 'y': 77}, {'station_cd': 9971141, 'x': 42, 'y': 78}]"
99712,広電３号線,"[(9971201, '広島港（宇品）'), (9971202, '元宇品口'), (9971203, '海岸通'), (9971204, '宇品五丁目'), (9971205, '宇品四丁目'), (9971206, '宇品三丁目'), (9971207, '宇品二丁目'), (9971208, '県病院前'), (9971209, '広大附属学校前'), (9971210, '皆実町六丁目'), (9971211, '御幸橋'), (9971212, '広電本社前'), (9971213, '日赤病院前'), (9971214, '鷹野橋'), (9971215, '市役所前'), (9971216, '中電前'), (9971217, '袋町'), (9971218, '本通'), (9971219, '紙屋町西'), (9971220, '原爆ドーム前'), (9971221, '本川町'), (9971222, '十日市町'), (9971223, '土橋'), (9971224, '小網町'), (9971225, '天満町'), (9971226, '観音町'), (9971227, '西観音町'), (9971228, '福島町'), (9971229, '広電西広島（己斐）')]","271.387,324.659,281.387,334.659","[{'station_cd': 9971201, 'x': 66, 'y': 72}, {'station_cd': 9971202, 'x': 67, 'y': 72}, {'station_cd': 9971203, 'x': 68, 'y': 71}, {'station_cd': 9971204, 'x': 68, 'y': 71}, {'station_cd': 9971205, 'x': 68, 'y': 70}, {'station_cd': 9971206, 'x': 69, 'y': 68}, {'station_cd': 9971207, 'x': 69, 'y': 67}, {'station_cd': 9971208, 'x': 69, 'y': 67}, {'station_cd': 9971209, 'x': 69, 'y': 66}, {'station_cd': 9971210, 'x': 69, 'y': 65}, {'station_cd': 9971211, 'x': 67, 'y': 64}, {'station_cd': 9971212, 'x': 67, 'y': 63}, {'station_cd': 9971213, 'x': 66, 'y': 62}, {'station_cd': 9971214, 'x': 66, 'y': 61}, {'station_cd': 9971215, 'x': 66, 'y': 60}, {'station_cd': 9971216, 'x': 66, 'y': 59}, {'station_cd': 9971217, 'x': 67, 'y': 58}, {'station_cd': 9971218, 'x': 67, 'y': 58}, {'station_cd': 9971219, 'x': 67, 'y': 57}, {'station_cd': 9971220, 'x': 66, 'y': 57}, {'station_cd': 9971221, 'x': 65, 'y': 56}, {'station_cd': 9971222, 'x': 64, 'y': 56}, {'station_cd': 9971223, 'x': 64, 'y': 57}, {'station_cd': 9971224, 'x': 64, 'y': 57}, {'station_cd': 9971225, 'x': 63, 'y': 57}, {'station_cd': 9971226, 'x': 62, 'y': 57}, {'station_cd': 9971227, 'x': 62, 'y': 57}, {'station_cd': 9971228, 'x': 61, 'y': 57}, {'station_cd': 9971229, 'x': 59, 'y': 56}]"
99713,広電５号線(皆実線),"[(9971301, '広島駅'), (9971302, '猿猴橋町'), (9971303, '的場町'), (9971319, '稲荷町'), (9971304, '段原一丁目'), (9971320, '松川町'), (9971305, '比治山下'), (9971306, '比治山橋'), (9971307, '南区役所前'), (9971308, '皆実町二丁目'), (9971309, '皆実町六丁目'), (9971310, '広大附属学校前'), (9971311, '県病院前'), (9971312, '宇品二丁目'), (9971313, '宇品三丁目'), (9971314, '宇品四丁目'), (9971315, '宇品五丁目'), (9971316, '海岸通'), (9971317, '元宇品口'), (9971318, '広島港（宇品）')]","271.768,324.700,281.768,334.700","[{'station_cd': 9971301, 'x': 67, 'y': 56}, {'station_cd': 9971302, 'x': 67, 'y': 57}, {'station_cd': 9971303, 'x': 67, 'y': 57}, {'station_cd': 9971319, 'x': 66, 'y': 58}, {'station_cd': 9971304, 'x': 67, 'y': 58}, {'station_cd': 9971320, 'x': 66, 'y': 58}, {'station_cd': 9971305, 'x': 66, 'y': 59}, {'station_cd': 9971306, 'x': 65, 'y': 61}, {'station_cd': 9971307, 'x': 64, 'y': 62}, {'station_cd': 9971308, 'x': 64, 'y': 63}, {'station_cd': 9971309, 'x': 64, 'y': 64}, {'station_cd': 9971310, 'x': 64, 'y': 65}, {'station_cd': 9971311, 'x': 64, 'y': 66}, {'station_cd': 9971312, 'x': 64, 'y': 67}, {'station_cd': 9971313, 'x': 64, 'y': 68}, {'station_cd': 9971314, 'x': 63, 'y': 69}, {'station_cd': 9971315, 'x': 63, 'y': 70}, {'station_cd': 9971316, 'x': 63, 'y': 71}, {'station_cd': 9971317, 'x': 62, 'y': 71}, {'station_cd': 9971318, 'x': 61, 'y': 72}]"
99714,広電６号線(江波線),"[(9971401, '広島駅'), (9971402, '猿猴橋町'), (9971403, '的場町'), (9971404, '稲荷町'), (9971405, '銀山町'), (9971406, '胡町'), (9971407, '八丁堀'), (9971408, '立町'), (9971409, '紙屋町東'), (9971410, '紙屋町西'), (9971411, '原爆ドーム前'), (9971412, '本川町'), (9971413, '十日市町'), (9971414, '土橋'), (9971415, '舟入町'), (9971416, '舟入本町'), (9971417, '舟入幸町'), (9971418, '舟入川口町'), (9971419, '舟入南'), (9971420, '江波')]","271.582,324.397,281.582,334.397","[{'station_cd': 9971401, 'x': 69, 'y': 60}, {'station_cd': 9971402, 'x': 69, 'y': 61}, {'station_cd': 9971403, 'x': 69, 'y': 61}, {'station_cd': 9971404, 'x': 68, 'y': 62}, {'station_cd': 9971405, 'x': 67, 'y': 61}, {'station_cd': 9971406, 'x': 66, 'y': 61}, {'station_cd': 9971407, 'x': 66, 'y': 61}, {'station_cd': 9971408, 'x': 65, 'y': 61}, {'station_cd': 9971409, 'x': 65, 'y': 60}, {'station_cd': 9971410, 'x': 64, 'y': 60}, {'station_cd': 9971411, 'x': 64, 'y': 60}, {'station_cd': 9971412, 'x': 63, 'y': 60}, {'station_cd': 9971413, 'x': 62, 'y': 59}, {'station_cd': 9971414, 'x': 62, 'y': 60}, {'station_cd': 9971415, 'x': 61, 'y': 62}, {'station_cd': 9971416, 'x': 61, 'y': 64}, {'station_cd': 9971417, 'x': 60, 'y': 64}, {'station_cd': 9971418, 'x': 60, 'y': 65}, {'station_cd': 9971419, 'x': 59, 'y': 67}, {'station_cd': 9971420, 'x': 59, 'y': 68}]"
99715,広電７号線,"[(9971501, '横川駅'), (9971502, '横川一丁目'), (9971503, '別院前'), (9971504, '寺町'), (9971505, '十日市町'), (9971506, '本川町'), (9971507, '原爆ドーム前'), (9971508, '紙屋町西'), (9971509, '本通'), (9971510, '袋町'), (9971511, '中電前'), (9971512, '市役所前'), (9971513, '鷹野橋'), (9971514, '日赤病院前'), (9971515, '広電本社前'), (9971516, '御幸橋'), (9971517, '皆実町六丁目'), (9971518, '広大附属学校前'), (9971519, '県病院前'), (9971520, '宇品二丁目'), (9971521, '宇品三丁目'), (9971522, '宇品四丁目'), (9971523, '宇品五丁目'), (9971524, '海岸通'), (9971525, '元宇品口'), (9971526, '広島港（宇品）')]","271.579,324.504,281.579,334.504","[{'station_cd': 9971501, 'x': 63, 'y': 54}, {'station_cd': 9971502, 'x': 63, 'y': 55}, {'station_cd': 9971503, 'x': 62, 'y': 56}, {'station_cd': 9971504, 'x': 62, 'y': 57}, {'station_cd': 9971505, 'x': 62, 'y': 58}, {'station_cd': 9971506, 'x': 63, 'y': 58}, {'station_cd': 9971507, 'x': 64, 'y': 59}, {'station_cd': 9971508, 'x': 64, 'y': 59}, {'station_cd': 9971509, 'x': 64, 'y': 60}, {'station_cd': 9971510, 'x': 64, 'y': 60}, {'station_cd': 9971511, 'x': 64, 'y': 61}, {'station_cd': 9971512, 'x': 64, 'y': 62}, {'station_cd': 9971513, 'x': 63, 'y': 63}, {'station_cd': 9971514, 'x': 64, 'y': 64}, {'station_cd': 9971515, 'x': 65, 'y': 65}, {'station_cd': 9971516, 'x': 65, 'y': 66}, {'station_cd': 9971517, 'x': 66, 'y': 67}, {'station_cd': 9971518, 'x': 66, 'y': 68}, {'station_cd': 9971519, 'x': 66, 'y': 69}, {'station_cd': 9971520, 'x': 66, 'y': 69}, {'station_cd': 9971521, 'x': 66, 'y': 70}, {'station_cd': 9971522, 'x': 66, 'y': 72}, {'station_cd': 9971523, 'x': 66, 'y': 73}, {'station_cd': 9971524, 'x': 66, 'y': 73}, {'station_cd': 9971525, 'x': 65, 'y': 74}, {'station_cd': 9971526, 'x': 64, 'y': 74}]"
