line_cd,line_name,stations,bbox,station_pixels
11339,JR水戸線,"[(1133901, '小山'), (1133902, '小田林'), (1133903, '結城'), (1133904, '東結城'), (1133905, '川島'), (1133906, '玉戸'), (1133907, '下館'), (1133908, '新治'), (1133909, '大和'), (1133910, '岩瀬'), (1133911, '羽黒'), (1133912, '福原'), (1133913, '稲田'), (1133914, '笠間'), (1133915, '宍戸'), (1133916, '友部')]","424.347,280.276,435.410,290.276","[{'station_cd': 1133901, 'x': 6, 'y': 67}, {'station_cd': 1133902, 'x': 17, 'y': 72}, {'station_cd': 1133903, 'x': 21, 'y': 73}, {'station_cd': 1133904, 'x': 26, 'y': 74}, {'station_cd': 1133905, 'x': 31, 'y': 74}, {'station_cd': 1133906, 'x': 36, 'y': 74}, {'station_cd': 1133907, 'x': 46, 'y': 73}, {'station_cd': 1133908, 'x': 60, 'y': 66}, {'station_cd': 1133909, 'x': 68, 'y': 61}, {'station_cd': 1133910, 'x': 76, 'y': 57}, {'station_cd': 1133911, 'x': 84, 'y': 59}, {'station_cd': 1133912, 'x': 94, 'y': 61}, {'station_cd': 1133913, 'x': 101, 'y': 55}, {'station_cd': 1133914, 'x': 108, 'y': 55}, {'station_cd': 1133915, 'x': 118, 'y': 64}, {'station_cd': 1133916, 'x': 122, 'y': 63}]"
11340,JR日光線,"[(1134001, '宇都宮'), (1134002, '鶴田'), (1134003, '鹿沼'), (1134004, '文挟'), (1134005, '下野大沢'), (1134006, '今市'), (1134007, '日光')]","419.125,271.310,429.125,281.310","[{'station_cd': 1134001, 'x': 99, 'y': 96}, {'station_cd': 1134002, 'x': 89, 'y': 103}, {'station_cd': 1134003, 'x': 64, 'y': 90}, {'station_cd': 1134004, 'x': 56, 'y': 65}, {'station_cd': 1134005, 'x': 57, 'y': 48}, {'station_cd': 1134006, 'x': 46, 'y': 35}, {'station_cd': 1134007, 'x': 29, 'y': 24}]"
11341,JR両毛線,"[(1134101, '高崎'), (1134102, '高崎問屋町'), (1134103, '井野'), (1134104, '新前橋'), (1134105, '前橋'), (1134106, '前橋大島'), (1134107, '駒形'), (1134108, '伊勢崎'), (1134109, '国定'), (1134110, '岩宿'), (1134111, '桐生'), (1134112, '小俣'), (1134113, '山前'), (1134114, '足利'), (1134122, 'あしかがフラワーパーク'), (1134115, '富田'), (1134116, '佐野'), (1134117, '岩舟'), (1134118, '大平下'), (1134119, '栃木'), (1134120, '思川'), (1134121, '小山')]","408.164,278.655,425.713,288.655","[{'station_cd': 1134101, 'x': 6, 'y': 68}, {'station_cd': 1134102, 'x': 7, 'y': 63}, {'station_cd': 1134103, 'x': 8, 'y': 61}, {'station_cd': 1134104, 'x': 11, 'y': 57}, {'station_cd': 1134105, 'x': 15, 'y': 56}, {'station_cd': 1134106, 'x': 20, 'y': 59}, {'station_cd': 1134107, 'x': 25, 'y': 63}, {'station_cd': 1134108, 'x': 32, 'y': 69}, {'station_cd': 1134109, 'x': 40, 'y': 63}, {'station_cd': 1134110, 'x': 48, 'y': 56}, {'station_cd': 1134111, 'x': 53, 'y': 53}, {'station_cd': 1134112, 'x': 59, 'y': 61}, {'station_cd': 1134113, 'x': 64, 'y': 67}, {'station_cd': 1134114, 'x': 71, 'y': 71}, {'station_cd': 1134122, 'x': 80, 'y': 75}, {'station_cd': 1134115, 'x': 81, 'y': 74}, {'station_cd': 1134116, 'x': 89, 'y': 75}, {'station_cd': 1134117, 'x': 100, 'y': 74}, {'station_cd': 1134118, 'x': 106, 'y': 70}, {'station_cd': 1134119, 'x': 111, 'y': 65}, {'station_cd': 1134120, 'x': 118, 'y': 70}, {'station_cd': 1134121, 'x': 122, 'y': 78}]"
11342,JR上越線,"[(1134201, '高崎'), (1134202, '高崎問屋町'), (1134203, '井野'), (1134204, '新前橋'), (1134205, '群馬総社'), (1134206, '八木原'), (1134207, '渋川'), (1134208, '敷島'), (1134209, '津久田'), (1134210, '岩本'), (1134211, '沼田'), (1134212, '後閑'), (1134213, '上牧'), (1134214, '水上'), (1134215, '湯檜曽'), (1134216, '土合'), (1134217, '土樽'), (1134218, '越後中里'), (1134219, '岩原スキー場前'), (1134220, '越後湯沢'), (1134221, '石打'), (1134222, '大沢'), (1134223, '上越国際スキー場前'), (1134224, '塩沢'), (1134225, '六日町'), (1134226, '五日町'), (1134227, '浦佐'), (1134228, '八色'), (1134229, '小出'), (1134230, '越後堀之内'), (1134231, '北堀之内'), (1134232, '越後川口'), (1134233, '小千谷'), (1134234, '越後滝谷'), (1134235, '宮内'), (1134236, '長岡')]","402.552,251.083,412.552,285.859","[{'station_cd': 1134201, 'x': 69, 'y': 122}, {'station_cd': 1134202, 'x': 70, 'y': 120}, {'station_cd': 1134203, 'x': 70, 'y': 118}, {'station_cd': 1134204, 'x': 72, 'y': 116}, {'station_cd': 1134205, 'x': 71, 'y': 113}, {'station_cd': 1134206, 'x': 70, 'y': 108}, {'station_cd': 1134207, 'x': 69, 'y': 105}, {'station_cd': 1134208, 'x': 71, 'y': 100}, {'station_cd': 1134209, 'x': 72, 'y': 98}, {'station_cd': 1134210, 'x': 72, 'y': 94}, {'station_cd': 1134211, 'x': 72, 'y': 89}, {'station_cd': 1134212, 'x': 69, 'y': 85}, {'station_cd': 1134213, 'x': 68, 'y': 80}, {'station_cd': 1134214, 'x': 67, 'y': 75}, {'station_cd': 1134215, 'x': 68, 'y': 73}, {'station_cd': 1134216, 'x': 67, 'y': 70}, {'station_cd': 1134217, 'x': 59, 'y': 65}, {'station_cd': 1134218, 'x': 58, 'y': 61}, {'station_cd': 1134219, 'x': 58, 'y': 60}, {'station_cd': 1134220, 'x': 56, 'y': 58}, {'station_cd': 1134221, 'x': 55, 'y': 53}, {'station_cd': 1134222, 'x': 57, 'y': 50}, {'station_cd': 1134223, 'x': 57, 'y': 49}, {'station_cd': 1134224, 'x': 59, 'y': 48}, {'station_cd': 1134225, 'x': 61, 'y': 45}, {'station_cd': 1134226, 'x': 63, 'y': 40}, {'station_cd': 1134227, 'x': 64, 'y': 35}, {'station_cd': 1134228, 'x': 65, 'y': 33}, {'station_cd': 1134229, 'x': 67, 'y': 28}, {'station_cd': 1134230, 'x': 65, 'y': 28}, {'station_cd': 1134231, 'x': 63, 'y': 26}, {'station_cd': 1134232, 'x': 60, 'y': 24}, {'station_cd': 1134233, 'x': 57, 'y': 20}, {'station_cd': 1134234, 'x': 58, 'y': 14}, {'station_cd': 1134235, 'x': 59, 'y': 9}, {'station_cd': 1134236, 'x': 60, 'y': 6}]"
11343,上野東京ライン,"[(1134301, '東京'), (1134302, '上野')]","418.818,297.605,428.818,307.605","[{'station_cd': 1134301, 'x': 62, 'y': 70}, {'station_cd': 1134302, 'x': 66, 'y': 58}]"
11344,ディズニーリゾートライン,"[(1134401, '東京ディズニーランド・ステーション'), (1134402, 'ベイサイド・ステーション'), (1134403, '東京ディズニーシー・ステーション'), (1134404, 'リゾートゲートウェイ・ステーション')]","421.015,299.583,431.015,309.583","[{'station_cd': 1134401, 'x': 63, 'y': 62}, {'station_cd': 1134402, 'x': 62, 'y': 65}, {'station_cd': 1134403, 'x': 66, 'y': 66}, {'station_cd': 1134404, 'x': 65, 'y': 63}]"
11401,小海線,"[(1140101, '小淵沢'), (1140102, '甲斐小泉'), (1140103, '甲斐大泉'), (1140104, '清里'), (1140105, '野辺山'), (1140106, '信濃川上'), (1140107, '佐久広瀬'), (1140108, '佐久海ノ口'), (1140109, '海尻'), (1140110, '松原湖'), (1140111, '小海'), (1140112, '馬流'), (1140113, '高岩'), (1140114, '八千穂'), (1140115, '海瀬'), (1140116, '羽黒下'), (1140117, '青沼'), (1140118, '臼田'), (1140119, '龍岡城'), (1140120, '太田部'), (1140121, '中込'), (1140122, '滑津'), (1140123, '北中込'), (1140124, '岩村田'), (1140125, '佐久平'), (1140126, '中佐都'), (1140127, '美里'), (1140128, '三岡'), (1140129, '乙女'), (1140130, '東小諸'), (1140131, '小諸')]","392.014,282.538,402.014,296.991","[{'station_cd': 1140101, 'x': 44, 'y': 120}, {'station_cd': 1140102, 'x': 52, 'y': 116}, {'station_cd': 1140103, 'x': 61, 'y': 113}, {'station_cd': 1140104, 'x': 66, 'y': 108}, {'station_cd': 1140105, 'x': 73, 'y': 99}, {'station_cd': 1140106, 'x': 82, 'y': 95}, {'station_cd': 1140107, 'x': 81, 'y': 88}, {'station_cd': 1140108, 'x': 76, 'y': 83}, {'station_cd': 1140109, 'x': 73, 'y': 78}, {'station_cd': 1140110, 'x': 72, 'y': 73}, {'station_cd': 1140111, 'x': 75, 'y': 66}, {'station_cd': 1140112, 'x': 75, 'y': 63}, {'station_cd': 1140113, 'x': 74, 'y': 60}, {'station_cd': 1140114, 'x': 74, 'y': 55}, {'station_cd': 1140115, 'x': 76, 'y': 50}, {'station_cd': 1140116, 'x': 76, 'y': 47}, {'station_cd': 1140117, 'x': 76, 'y': 44}, {'station_cd': 1140118, 'x': 76, 'y': 40}, {'station_cd': 1140119, 'x': 77, 'y': 38}, {'station_cd': 1140120, 'x': 76, 'y': 34}, {'station_cd': 1140121, 'x': 75, 'y': 31}, {'station_cd': 1140122, 'x': 74, 'y': 29}, {'station_cd': 1140123, 'x': 75, 'y': 25}, {'station_cd': 1140124, 'x': 74, 'y': 20}, {'station_cd': 1140125, 'x': 72, 'y': 19}, {'station_cd': 1140126, 'x': 71, 'y': 19}, {'station_cd': 1140127, 'x': 70, 'y': 16}, {'station_cd': 1140128, 'x': 70, 'y': 13}, {'station_cd': 1140129, 'x': 68, 'y': 11}, {'station_cd': 1140130, 'x': 67, 'y': 9}, {'station_cd': 1140131, 'x': 65, 'y': 7}]"
11402,JR身延線,"[(1140201, '富士'), (1140202, '柚木'), (1140203, '竪堀'), (1140204, '入山瀬'), (1140205, '富士根'), (1140206, '源道寺'), (1140207, '富士宮'), (1140208, '西富士宮'), (1140209, '沼久保'), (1140210, '芝川'), (1140211, '稲子'), (1140212, '十島'), (1140213, '井出'), (1140214, '寄畑'), (1140215, '内船'), (1140216, '甲斐大島'), (1140217, '身延'), (1140218, '塩之沢'), (1140219, '波高島'), (1140220, '下部温泉'), (1140221, '甲斐常葉'), (1140222, '市ノ瀬'), (1140223, '久那土'), (1140224, '甲斐岩間'), (1140225, '落居'), (1140226, '鰍沢口'), (1140227, '市川大門'), (1140228, '市川本町'), (1140229, '芦川'), (1140230, '甲斐上野'), (1140231, '東花輪'), (1140232, '小井川'), (1140233, '常永'), (1140234, '国母'), (1140235, '甲斐住吉'), (1140236, '南甲府'), (1140237, '善光寺'), (1140238, '金手'), (1140239, '甲府')]","394.227,300.974,404.227,317.031","[{'station_cd': 1140201, 'x': 79, 'y': 122}, {'station_cd': 1140202, 'x': 77, 'y': 121}, {'station_cd': 1140203, 'x': 78, 'y': 118}, {'station_cd': 1140204, 'x': 78, 'y': 114}, {'station_cd': 1140205, 'x': 76, 'y': 110}, {'station_cd': 1140206, 'x': 75, 'y': 108}, {'station_cd': 1140207, 'x': 73, 'y': 106}, {'station_cd': 1140208, 'x': 71, 'y': 105}, {'station_cd': 1140209, 'x': 68, 'y': 111}, {'station_cd': 1140210, 'x': 65, 'y': 111}, {'station_cd': 1140211, 'x': 61, 'y': 103}, {'station_cd': 1140212, 'x': 57, 'y': 103}, {'station_cd': 1140213, 'x': 54, 'y': 99}, {'station_cd': 1140214, 'x': 51, 'y': 95}, {'station_cd': 1140215, 'x': 50, 'y': 91}, {'station_cd': 1140216, 'x': 48, 'y': 81}, {'station_cd': 1140217, 'x': 48, 'y': 74}, {'station_cd': 1140218, 'x': 48, 'y': 70}, {'station_cd': 1140219, 'x': 49, 'y': 61}, {'station_cd': 1140220, 'x': 51, 'y': 60}, {'station_cd': 1140221, 'x': 52, 'y': 55}, {'station_cd': 1140222, 'x': 53, 'y': 52}, {'station_cd': 1140223, 'x': 51, 'y': 47}, {'station_cd': 1140224, 'x': 50, 'y': 45}, {'station_cd': 1140225, 'x': 52, 'y': 42}, {'station_cd': 1140226, 'x': 52, 'y': 34}, {'station_cd': 1140227, 'x': 55, 'y': 30}, {'station_cd': 1140228, 'x': 57, 'y': 30}, {'station_cd': 1140229, 'x': 58, 'y': 29}, {'station_cd': 1140230, 'x': 60, 'y': 28}, {'station_cd': 1140231, 'x': 61, 'y': 23}, {'station_cd': 1140232, 'x': 61, 'y': 21}, {'station_cd': 1140233, 'x': 62, 'y': 18}, {'station_cd': 1140234, 'x': 65, 'y': 15}, {'station_cd': 1140235, 'x': 68, 'y': 14}, {'station_cd': 1140236, 'x': 69, 'y': 12}, {'station_cd': 1140237, 'x': 71, 'y': 9}, {'station_cd': 1140238, 'x': 69, 'y': 8}, {'station_cd': 1140239, 'x': 68, 'y': 7}]"
11403,JR信越本線(篠ノ井～長野),"[(1140301, '篠ノ井'), (1140302, '今井'), (1140303, '川中島'), (1140304, '安茂里'), (1140305, '長野')]","387.133,270.100,397.133,280.100","[{'station_cd': 1140301, 'x': 57, 'y': 75}, {'station_cd': 1140302, 'x': 59, 'y': 69}, {'station_cd': 1140303, 'x': 61, 'y': 62}, {'station_cd': 1140304, 'x': 64, 'y': 57}, {'station_cd': 1140305, 'x': 71, 'y': 53}]"
11404,JR信越本線(直江津～新潟),"[(1140401, '直江津'), (1140402, '黒井'), (1140403, '犀潟'), (1140404, '土底浜'), (1140405, '潟町'), (1140406, '上下浜'), (1140407, '柿崎'), (1140408, '米山'), (1140409, '笠島'), (1140410, '青海川'), (1140411, '鯨波'), (1140412, '柏崎'), (1140413, '茨目'), (1140414, '安田'), (1140415, '北条'), (1140416, '越後広田'), (1140417, '長鳥'), (1140418, '塚山'), (1140419, '越後岩塚'), (1140420, '来迎寺'), (1140421, '前川'), (1140422, '宮内'), (1140423, '長岡'), (1140424, '北長岡'), (1140425, '押切'), (1140426, '見附'), (1140427, '帯織'), (1140428, '東光寺'), (1140429, '三条'), (1140430, '東三条'), (1140431, '保内'), (1140432, '加茂'), (1140433, '羽生田'), (1140434, '田上'), (1140435, '矢代田'), (1140436, '古津'), (1140437, '新津'), (1140438, 'さつき野'), (1140439, '荻川'), (1140440, '亀田'), (1140441, '越後石山'), (1140442, '新潟')]","393.124,237.915,412.951,261.890","[{'station_cd': 1140401, 'x': 16, 'y': 116}, {'station_cd': 1140402, 'x': 19, 'y': 114}, {'station_cd': 1140403, 'x': 23, 'y': 110}, {'station_cd': 1140404, 'x': 25, 'y': 109}, {'station_cd': 1140405, 'x': 27, 'y': 107}, {'station_cd': 1140406, 'x': 29, 'y': 105}, {'station_cd': 1140407, 'x': 32, 'y': 101}, {'station_cd': 1140408, 'x': 37, 'y': 96}, {'station_cd': 1140409, 'x': 40, 'y': 93}, {'station_cd': 1140410, 'x': 42, 'y': 92}, {'station_cd': 1140411, 'x': 46, 'y': 90}, {'station_cd': 1140412, 'x': 50, 'y': 89}, {'station_cd': 1140413, 'x': 53, 'y': 91}, {'station_cd': 1140414, 'x': 56, 'y': 93}, {'station_cd': 1140415, 'x': 59, 'y': 94}, {'station_cd': 1140416, 'x': 61, 'y': 91}, {'station_cd': 1140417, 'x': 64, 'y': 90}, {'station_cd': 1140418, 'x': 69, 'y': 92}, {'station_cd': 1140419, 'x': 71, 'y': 88}, {'station_cd': 1140420, 'x': 74, 'y': 86}, {'station_cd': 1140421, 'x': 79, 'y': 86}, {'station_cd': 1140422, 'x': 81, 'y': 83}, {'station_cd': 1140423, 'x': 82, 'y': 79}, {'station_cd': 1140424, 'x': 83, 'y': 76}, {'station_cd': 1140425, 'x': 85, 'y': 71}, {'station_cd': 1140426, 'x': 88, 'y': 66}, {'station_cd': 1140427, 'x': 90, 'y': 61}, {'station_cd': 1140428, 'x': 92, 'y': 58}, {'station_cd': 1140429, 'x': 94, 'y': 54}, {'station_cd': 1140430, 'x': 95, 'y': 53}, {'station_cd': 1140431, 'x': 100, 'y': 52}, {'station_cd': 1140432, 'x': 104, 'y': 49}, {'station_cd': 1140433, 'x': 105, 'y': 44}, {'station_cd': 1140434, 'x': 107, 'y': 40}, {'station_cd': 1140435, 'x': 109, 'y': 36}, {'station_cd': 1140436, 'x': 111, 'y': 33}, {'station_cd': 1140437, 'x': 112, 'y': 29}, {'station_cd': 1140438, 'x': 111, 'y': 27}, {'station_cd': 1140439, 'x': 111, 'y': 24}, {'station_cd': 1140440, 'x': 111, 'y': 17}, {'station_cd': 1140441, 'x': 109, 'y': 14}, {'station_cd': 1140442, 'x': 106, 'y': 12}]"
11406,JR白新線,"[(1140601, '新潟'), (1140602, '東新潟'), (1140603, '大形'), (1140604, '新崎'), (1140605, '早通'), (1140606, '豊栄'), (1140607, '黒山'), (1140608, '佐々木'), (1140609, '西新発田'), (1140610, '新発田')]","408.593,234.801,418.593,244.801","[{'station_cd': 1140601, 'x': 29, 'y': 68}, {'station_cd': 1140602, 'x': 41, 'y': 70}, {'station_cd': 1140603, 'x': 46, 'y': 68}, {'station_cd': 1140604, 'x': 54, 'y': 66}, {'station_cd': 1140605, 'x': 59, 'y': 67}, {'station_cd': 1140606, 'x': 68, 'y': 68}, {'station_cd': 1140607, 'x': 75, 'y': 62}, {'station_cd': 1140608, 'x': 83, 'y': 58}, {'station_cd': 1140609, 'x': 91, 'y': 61}, {'station_cd': 1140610, 'x': 99, 'y': 61}]"
11407,JR飯山線,"[(1140701, '長野'), (1140702, '北長野'), (1140703, '三才'), (1140704, '豊野'), (1140705, '信濃浅野'), (1140706, '立ケ花'), (1140707, '上今井'), (1140708, '替佐'), (1140709, '蓮'), (1140710, '飯山'), (1140711, '北飯山'), (1140712, '信濃平'), (1140713, '戸狩野沢温泉'), (1140714, '上境'), (1140715, '上桑名川'), (1140716, '桑名川'), (1140717, '西大滝'), (1140718, '信濃白鳥'), (1140719, '平滝'), (1140720, '横倉'), (1140721, '森宮野原'), (1140722, '足滝'), (1140723, '越後田中'), (1140724, '津南'), (1140725, '越後鹿渡'), (1140726, '越後田沢'), (1140727, '越後水沢'), (1140728, '土市'), (1140729, '十日町'), (1140730, '魚沼中条'), (1140731, '下条'), (1140732, '越後岩沢'), (1140733, '内ケ巻'), (1140734, '越後川口')]","391.972,255.788,407.175,276.026","[{'station_cd': 1140701, 'x': 20, 'y': 117}, {'station_cd': 1140702, 'x': 25, 'y': 113}, {'station_cd': 1140703, 'x': 27, 'y': 109}, {'station_cd': 1140704, 'x': 31, 'y': 105}, {'station_cd': 1140705, 'x': 34, 'y': 104}, {'station_cd': 1140706, 'x': 36, 'y': 102}, {'station_cd': 1140707, 'x': 37, 'y': 98}, {'station_cd': 1140708, 'x': 38, 'y': 96}, {'station_cd': 1140709, 'x': 41, 'y': 89}, {'station_cd': 1140710, 'x': 43, 'y': 82}, {'station_cd': 1140711, 'x': 43, 'y': 80}, {'station_cd': 1140712, 'x': 45, 'y': 76}, {'station_cd': 1140713, 'x': 47, 'y': 70}, {'station_cd': 1140714, 'x': 50, 'y': 67}, {'station_cd': 1140715, 'x': 53, 'y': 63}, {'station_cd': 1140716, 'x': 56, 'y': 60}, {'station_cd': 1140717, 'x': 58, 'y': 60}, {'station_cd': 1140718, 'x': 61, 'y': 59}, {'station_cd': 1140719, 'x': 65, 'y': 59}, {'station_cd': 1140720, 'x': 67, 'y': 60}, {'station_cd': 1140721, 'x': 71, 'y': 59}, {'station_cd': 1140722, 'x': 74, 'y': 57}, {'station_cd': 1140723, 'x': 77, 'y': 57}, {'station_cd': 1140724, 'x': 79, 'y': 53}, {'station_cd': 1140725, 'x': 83, 'y': 49}, {'station_cd': 1140726, 'x': 86, 'y': 48}, {'station_cd': 1140727, 'x': 89, 'y': 45}, {'station_cd': 1140728, 'x': 90, 'y': 41}, {'station_cd': 1140729, 'x': 94, 'y': 35}, {'station_cd': 1140730, 'x': 96, 'y': 31}, {'station_cd': 1140731, 'x': 97, 'y': 24}, {'station_cd': 1140732, 'x': 99, 'y': 17}, {'station_cd': 1140733, 'x': 106, 'y': 15}, {'station_cd': 1140734, 'x': 108, 'y': 11}]"
11408,JR越後線,"[(1140801, '柏崎'), (1140802, '東柏崎'), (1140803, '西中通'), (1140804, '荒浜'), (1140805, '刈羽'), (1140806, '西山'), (1140807, '礼拝'), (1140808, '石地'), (1140809, '小木ノ城'), (1140810, '出雲崎'), (1140811, '妙法寺'), (1140812, '小島谷'), (1140813, '桐原'), (1140814, '寺泊'), (1140815, '分水'), (1140816, '粟生津'), (1140817, '南吉田'), (1140818, '吉田'), (1140819, '北吉田'), (1140820, '岩室'), (1140821, '巻'), (1140822, '越後曽根'), (1140823, '越後赤塚'), (1140824, '内野西が丘'), (1140825, '内野'), (1140826, '新潟大学前'), (1140827, '寺尾'), (1140828, '小針'), (1140829, '青山'), (1140830, '関屋'), (1140831, '白山'), (1140833, '上所'), (1140832, '新潟')]","399.902,238.625,411.358,256.144","[{'station_cd': 1140801, 'x': 26, 'y': 117}, {'station_cd': 1140802, 'x': 27, 'y': 115}, {'station_cd': 1140803, 'x': 31, 'y': 112}, {'station_cd': 1140804, 'x': 33, 'y': 109}, {'station_cd': 1140805, 'x': 35, 'y': 104}, {'station_cd': 1140806, 'x': 39, 'y': 101}, {'station_cd': 1140807, 'x': 42, 'y': 99}, {'station_cd': 1140808, 'x': 46, 'y': 94}, {'station_cd': 1140809, 'x': 48, 'y': 88}, {'station_cd': 1140810, 'x': 50, 'y': 85}, {'station_cd': 1140811, 'x': 54, 'y': 78}, {'station_cd': 1140812, 'x': 58, 'y': 77}, {'station_cd': 1140813, 'x': 61, 'y': 71}, {'station_cd': 1140814, 'x': 65, 'y': 68}, {'station_cd': 1140815, 'x': 68, 'y': 66}, {'station_cd': 1140816, 'x': 74, 'y': 61}, {'station_cd': 1140817, 'x': 73, 'y': 58}, {'station_cd': 1140818, 'x': 74, 'y': 55}, {'station_cd': 1140819, 'x': 75, 'y': 52}, {'station_cd': 1140820, 'x': 75, 'y': 48}, {'station_cd': 1140821, 'x': 76, 'y': 41}, {'station_cd': 1140822, 'x': 80, 'y': 33}, {'station_cd': 1140823, 'x': 79, 'y': 29}, {'station_cd': 1140824, 'x': 82, 'y': 23}, {'station_cd': 1140825, 'x': 84, 'y': 20}, {'station_cd': 1140826, 'x': 86, 'y': 18}, {'station_cd': 1140827, 'x': 89, 'y': 17}, {'station_cd': 1140828, 'x': 92, 'y': 15}, {'station_cd': 1140829, 'x': 93, 'y': 13}, {'station_cd': 1140830, 'x': 95, 'y': 12}, {'station_cd': 1140831, 'x': 98, 'y': 11}, {'station_cd': 1140833, 'x': 100, 'y': 12}, {'station_cd': 1140832, 'x': 102, 'y': 11}]"
11409,北アルプス線,"[(1140901, '松本'), (1140902, '北松本'), (1140903, '島内'), (1140904, '島高松'), (1140905, '梓橋'), (1140906, '一日市場'), (1140907, '中萱'), (1140908, '南豊科'), (1140909, '豊科'), (1140910, '柏矢町'), (1140911, '穂高'), (1140912, '有明'), (1140913, '安曇追分'), (1140914, '細野'), (1140915, '北細野'), (1140916, '信濃松川'), (1140917, '安曇沓掛'), (1140918, '信濃常盤'), (1140919, '南大町'), (1140920, '信濃大町'), (1140921, '北大町'), (1140922, '信濃木崎'), (1140923, '稲尾'), (1140924, '海ノ口'), (1140925, '簗場'), (1140926, 'ヤナバスキー場前'), (1140927, '南神城'), (1140928, '神城'), (1140929, '飯森'), (1140930, '白馬'), (1140931, '信濃森上'), (1140932, '白馬大池'), (1140933, '千国'), (1140934, '南小谷'), (1140935, '中土'), (1140936, '北小谷'), (1140937, '平岩'), (1140938, '小滝'), (1140939, '根知'), (1140940, '頸城大野'), (1140941, '姫川'), (1140942, '糸魚川')]","381.930,261.485,391.930,286.534","[{'station_cd': 1140901, 'x': 69, 'y': 122}, {'station_cd': 1140902, 'x': 69, 'y': 121}, {'station_cd': 1140903, 'x': 67, 'y': 120}, {'station_cd': 1140904, 'x': 66, 'y': 120}, {'station_cd': 1140905, 'x': 64, 'y': 119}, {'station_cd': 1140906, 'x': 63, 'y': 118}, {'station_cd': 1140907, 'x': 63, 'y': 116}, {'station_cd': 1140908, 'x': 63, 'y': 113}, {'station_cd': 1140909, 'x': 63, 'y': 112}, {'station_cd': 1140910, 'x': 62, 'y': 109}, {'station_cd': 1140911, 'x': 61, 'y': 106}, {'station_cd': 1140912, 'x': 61, 'y': 103}, {'station_cd': 1140913, 'x': 60, 'y': 101}, {'station_cd': 1140914, 'x': 59, 'y': 98}, {'station_cd': 1140915, 'x': 59, 'y': 96}, {'station_cd': 1140916, 'x': 59, 'y': 94}, {'station_cd': 1140917, 'x': 59, 'y': 91}, {'station_cd': 1140918, 'x': 58, 'y': 88}, {'station_cd': 1140919, 'x': 59, 'y': 84}, {'station_cd': 1140920, 'x': 59, 'y': 83}, {'station_cd': 1140921, 'x': 59, 'y': 81}, {'station_cd': 1140922, 'x': 58, 'y': 78}, {'station_cd': 1140923, 'x': 58, 'y': 75}, {'station_cd': 1140924, 'x': 58, 'y': 74}, {'station_cd': 1140925, 'x': 58, 'y': 70}, {'station_cd': 1140926, 'x': 59, 'y': 68}, {'station_cd': 1140927, 'x': 58, 'y': 64}, {'station_cd': 1140928, 'x': 58, 'y': 61}, {'station_cd': 1140929, 'x': 59, 'y': 59}, {'station_cd': 1140930, 'x': 60, 'y': 55}, {'station_cd': 1140931, 'x': 61, 'y': 53}, {'station_cd': 1140932, 'x': 63, 'y': 49}, {'station_cd': 1140933, 'x': 64, 'y': 46}, {'station_cd': 1140934, 'x': 65, 'y': 44}, {'station_cd': 1140935, 'x': 65, 'y': 40}, {'station_cd': 1140936, 'x': 65, 'y': 35}, {'station_cd': 1140937, 'x': 61, 'y': 28}, {'station_cd': 1140938, 'x': 60, 'y': 21}, {'station_cd': 1140939, 'x': 61, 'y': 17}, {'station_cd': 1140940, 'x': 62, 'y': 11}, {'station_cd': 1140941, 'x': 61, 'y': 9}, {'station_cd': 1140942, 'x': 61, 'y': 6}]"
11410,JR弥彦線,"[(1141001, '弥彦'), (1141002, '矢作'), (1141003, '吉田'), (1141004, '西燕'), (1141005, '燕'), (1141006, '燕三条'), (1141007, '北三条'), (1141008, '東三条')]","402.530,241.788,412.530,251.788","[{'station_cd': 1141001, 'x': 46, 'y': 50}, {'station_cd': 1141002, 'x': 51, 'y': 54}, {'station_cd': 1141003, 'x': 58, 'y': 55}, {'station_cd': 1141004, 'x': 66, 'y': 58}, {'station_cd': 1141005, 'x': 71, 'y': 63}, {'station_cd': 1141006, 'x': 73, 'y': 70}, {'station_cd': 1141007, 'x': 77, 'y': 76}, {'station_cd': 1141008, 'x': 82, 'y': 78}]"
